sale_date,sale_year,sale_month,quarter_label,week_start,day_type,channel,total_transactions,total_units,total_revenue,gross_revenue,total_delivery_income,total_returns,total_refunds,return_rate_pct,event_day_txns,avg_order_value
2023-06-21,2023,6,Q2 2023,2023-06-19 00:00:00.000,Weekday,In-Store,2430,2430,18942380.00,18942380.00,0,110,927490.00,4.53,2430,7795.220000
2023-06-21,2023,6,Q2 2023,2023-06-19 00:00:00.000,Weekday,Online,996,996,8216658.00,7745658.00,498000,54,473346.00,5.42,996,8249.660000
2023-06-22,2023,6,Q2 2023,2023-06-19 00:00:00.000,Weekday,In-Store,2452,2452,18877989.00,18877989.00,0,141,1140459.00,5.75,2452,7699.020000
2023-06-22,2023,6,Q2 2023,2023-06-19 00:00:00.000,Weekday,Online,1046,1046,8412704.00,7914704.00,523000,50,405550.00,4.78,1046,8042.740000
2023-06-23,2023,6,Q2 2023,2023-06-19 00:00:00.000,Weekday,In-Store,2468,2468,18505965.00,18505965.00,0,133,1088667.00,5.39,2468,7498.370000
2023-06-23,2023,6,Q2 2023,2023-06-19 00:00:00.000,Weekday,Online,1058,1058,8672797.00,8171297.00,529000,55,428645.00,5.2,1058,8197.350000
2023-06-24,2023,6,Q2 2023,2023-06-19 00:00:00.000,Weekend,In-Store,2388,2388,18991331.00,18991331.00,0,119,1096181.00,4.98,2388,7952.820000
2023-06-24,2023,6,Q2 2023,2023-06-19 00:00:00.000,Weekend,Online,1063,1063,8868087.00,8361587.00,531500,50,422550.00,4.7,1063,8342.510000
2023-06-25,2023,6,Q2 2023,2023-06-26 00:00:00.000,Weekend,In-Store,2426,2426,19381597.00,19381597.00,0,123,1068477.00,5.07,2426,7989.120000
2023-06-25,2023,6,Q2 2023,2023-06-26 00:00:00.000,Weekend,Online,1051,1051,8247307.00,7750807.00,525500,58,505142.00,5.52,1051,7847.100000
2023-06-26,2023,6,Q2 2023,2023-06-26 00:00:00.000,Weekday,In-Store,2429,2429,18359786.00,18359786.00,0,115,898585.00,4.73,2429,7558.580000
2023-06-26,2023,6,Q2 2023,2023-06-26 00:00:00.000,Weekday,Online,1045,1045,8853901.00,8354401.00,522500,46,299054.00,4.4,1045,8472.630000
2023-06-27,2023,6,Q2 2023,2023-06-26 00:00:00.000,Weekday,In-Store,2464,2464,19313155.00,19313155.00,0,119,961481.00,4.83,2464,7838.130000
2023-06-27,2023,6,Q2 2023,2023-06-26 00:00:00.000,Weekday,Online,1088,1088,8971559.00,8451059.00,544000,47,399353.00,4.32,1088,8245.920000
2023-06-28,2023,6,Q2 2023,2023-06-26 00:00:00.000,Weekday,In-Store,2424,2424,18829315.00,18829315.00,0,139,1253661.00,5.73,2424,7767.870000
2023-06-28,2023,6,Q2 2023,2023-06-26 00:00:00.000,Weekday,Online,1014,1014,8457940.00,7977940.00,507000,54,413846.00,5.33,1014,8341.160000
2023-06-29,2023,6,Q2 2023,2023-06-26 00:00:00.000,Weekday,In-Store,2409,2409,18503818.00,18503818.00,0,127,1001173.00,5.27,2409,7681.120000
2023-06-29,2023,6,Q2 2023,2023-06-26 00:00:00.000,Weekday,Online,1008,1008,7978349.00,7502849.00,504000,57,385243.00,5.65,1008,7915.030000
2023-06-30,2023,6,Q2 2023,2023-06-26 00:00:00.000,Weekday,In-Store,2387,2387,18609938.00,18609938.00,0,125,976775.00,5.24,2387,7796.370000
2023-06-30,2023,6,Q2 2023,2023-06-26 00:00:00.000,Weekday,Online,1040,1040,8499103.00,8000603.00,520000,43,334157.00,4.13,1040,8172.210000
2023-07-01,2023,7,Q3 2023,2023-06-26 00:00:00.000,Weekend,In-Store,2401,2401,19025734.00,19025734.00,0,135,1039965.00,5.62,2401,7924.090000
2023-07-01,2023,7,Q3 2023,2023-06-26 00:00:00.000,Weekend,Online,1080,1080,8893273.00,8379773.00,540000,53,414347.00,4.91,1080,8234.510000
2023-07-02,2023,7,Q3 2023,2023-07-03 00:00:00.000,Weekend,In-Store,2418,2418,18602503.00,18602503.00,0,121,985879.00,5,2418,7693.340000
2023-07-02,2023,7,Q3 2023,2023-07-03 00:00:00.000,Weekend,Online,1040,1040,8319604.00,7821604.00,520000,44,413756.00,4.23,1040,7999.620000
2023-07-03,2023,7,Q3 2023,2023-07-03 00:00:00.000,Weekday,In-Store,2435,2435,18906986.00,18906986.00,0,121,909479.00,4.97,2435,7764.680000
2023-07-03,2023,7,Q3 2023,2023-07-03 00:00:00.000,Weekday,Online,929,929,7770719.00,7330219.00,464500,48,433452.00,5.17,929,8364.610000
2023-07-04,2023,7,Q3 2023,2023-07-03 00:00:00.000,Weekday,In-Store,2358,2358,18212569.00,18212569.00,0,127,1036773.00,5.39,2358,7723.740000
2023-07-04,2023,7,Q3 2023,2023-07-03 00:00:00.000,Weekday,Online,1034,1034,8678419.00,8187919.00,517000,53,455447.00,5.13,1034,8393.060000
2023-07-05,2023,7,Q3 2023,2023-07-03 00:00:00.000,Weekday,In-Store,2449,2449,18589175.00,18589175.00,0,124,1071176.00,5.06,2449,7590.520000
2023-07-05,2023,7,Q3 2023,2023-07-03 00:00:00.000,Weekday,Online,1043,1043,8448415.00,7955915.00,521500,58,491042.00,5.56,1043,8100.110000
2023-07-06,2023,7,Q3 2023,2023-07-03 00:00:00.000,Weekday,In-Store,2455,2455,19525862.00,19525862.00,0,117,1015883.00,4.77,2455,7953.510000
2023-07-06,2023,7,Q3 2023,2023-07-03 00:00:00.000,Weekday,Online,1029,1029,8160228.00,7674228.00,514500,57,504043.00,5.54,1029,7930.250000
2023-07-07,2023,7,Q3 2023,2023-07-03 00:00:00.000,Weekday,In-Store,2327,2327,17778287.00,17778287.00,0,114,910286.00,4.9,2327,7640.000000
2023-07-07,2023,7,Q3 2023,2023-07-03 00:00:00.000,Weekday,Online,1081,1081,8762485.00,8254985.00,540500,66,550634.00,6.11,1081,8105.910000
2023-07-08,2023,7,Q3 2023,2023-07-03 00:00:00.000,Weekend,In-Store,2403,2403,18660518.00,18660518.00,0,121,883479.00,5.04,2403,7765.510000
2023-07-08,2023,7,Q3 2023,2023-07-03 00:00:00.000,Weekend,Online,1095,1095,9279649.00,8754149.00,547500,44,420156.00,4.02,1095,8474.570000
2023-07-09,2023,7,Q3 2023,2023-07-10 00:00:00.000,Weekend,In-Store,2400,2400,18837122.00,18837122.00,0,122,1027478.00,5.08,2400,7848.800000
2023-07-09,2023,7,Q3 2023,2023-07-10 00:00:00.000,Weekend,Online,1075,1075,9022776.00,8510776.00,537500,51,468549.00,4.74,1075,8393.280000
2023-07-10,2023,7,Q3 2023,2023-07-10 00:00:00.000,Weekday,In-Store,2363,2363,18322574.00,18322574.00,0,137,1142963.00,5.8,2363,7753.950000
2023-07-10,2023,7,Q3 2023,2023-07-10 00:00:00.000,Weekday,Online,1027,1027,8446816.00,7954816.00,513500,43,425957.00,4.19,1027,8224.750000
2023-07-11,2023,7,Q3 2023,2023-07-10 00:00:00.000,Weekday,In-Store,2349,2349,18411971.00,18411971.00,0,120,930580.00,5.11,2349,7838.220000
2023-07-11,2023,7,Q3 2023,2023-07-10 00:00:00.000,Weekday,Online,1030,1030,8464419.00,7973919.00,515000,49,358251.00,4.76,1030,8217.880000
2023-07-12,2023,7,Q3 2023,2023-07-10 00:00:00.000,Weekday,In-Store,2436,2436,18490087.00,18490087.00,0,123,1020877.00,5.05,2436,7590.350000
2023-07-12,2023,7,Q3 2023,2023-07-10 00:00:00.000,Weekday,Online,1002,1002,8138053.00,7664553.00,501000,55,476545.00,5.49,1002,8121.810000
2023-07-13,2023,7,Q3 2023,2023-07-10 00:00:00.000,Weekday,In-Store,2394,2394,18593222.00,18593222.00,0,116,1013584.00,4.85,2394,7766.590000
2023-07-13,2023,7,Q3 2023,2023-07-10 00:00:00.000,Weekday,Online,1009,1009,8111942.00,7632942.00,504500,51,372349.00,5.05,1009,8039.590000
2023-07-14,2023,7,Q3 2023,2023-07-10 00:00:00.000,Weekday,In-Store,2463,2463,19050070.00,19050070.00,0,133,1001267.00,5.4,0,7734.500000
2023-07-14,2023,7,Q3 2023,2023-07-10 00:00:00.000,Weekday,Online,1042,1042,8681818.00,8190818.00,521000,60,483940.00,5.76,0,8331.880000
2023-07-15,2023,7,Q3 2023,2023-07-10 00:00:00.000,Weekend,In-Store,2359,2359,17958857.00,17958857.00,0,116,982184.00,4.92,0,7612.910000
2023-07-15,2023,7,Q3 2023,2023-07-10 00:00:00.000,Weekend,Online,996,996,8050353.00,7576853.00,498000,49,395351.00,4.92,0,8082.680000
2023-07-16,2023,7,Q3 2023,2023-07-17 00:00:00.000,Weekend,In-Store,2540,2540,19841401.00,19841401.00,0,141,1188459.00,5.55,0,7811.580000
2023-07-16,2023,7,Q3 2023,2023-07-17 00:00:00.000,Weekend,Online,1059,1059,9111381.00,8601881.00,529500,40,339960.00,3.78,0,8603.760000
2023-07-17,2023,7,Q3 2023,2023-07-17 00:00:00.000,Weekday,In-Store,2348,2348,18379751.00,18379751.00,0,99,911801.00,4.22,0,7827.830000
2023-07-17,2023,7,Q3 2023,2023-07-17 00:00:00.000,Weekday,Online,991,991,7977457.00,7505957.00,495500,48,366152.00,4.84,0,8049.910000
2023-07-18,2023,7,Q3 2023,2023-07-17 00:00:00.000,Weekday,In-Store,2362,2362,18909063.00,18909063.00,0,125,989275.00,5.29,0,8005.530000
2023-07-18,2023,7,Q3 2023,2023-07-17 00:00:00.000,Weekday,Online,1017,1017,8116533.00,7633033.00,508500,50,315150.00,4.92,0,7980.860000
2023-07-19,2023,7,Q3 2023,2023-07-17 00:00:00.000,Weekday,In-Store,2433,2433,19552259.00,19552259.00,0,92,797908.00,3.78,0,8036.280000
2023-07-19,2023,7,Q3 2023,2023-07-17 00:00:00.000,Weekday,Online,1077,1077,8762489.00,8256989.00,538500,66,494234.00,6.13,0,8136.020000
2023-07-20,2023,7,Q3 2023,2023-07-17 00:00:00.000,Weekday,In-Store,2400,2400,18580422.00,18580422.00,0,122,912578.00,5.08,0,7741.840000
2023-07-20,2023,7,Q3 2023,2023-07-17 00:00:00.000,Weekday,Online,1010,1010,8774747.00,8298247.00,505000,57,556443.00,5.64,0,8687.870000
2023-07-21,2023,7,Q3 2023,2023-07-17 00:00:00.000,Weekday,In-Store,2412,2412,18309413.00,18309413.00,0,125,987975.00,5.18,0,7590.970000
2023-07-21,2023,7,Q3 2023,2023-07-17 00:00:00.000,Weekday,Online,1036,1036,8629118.00,8138118.00,518000,54,425646.00,5.21,0,8329.260000
2023-07-22,2023,7,Q3 2023,2023-07-17 00:00:00.000,Weekend,In-Store,2457,2457,19138666.00,19138666.00,0,123,1040877.00,5.01,0,7789.440000
2023-07-22,2023,7,Q3 2023,2023-07-17 00:00:00.000,Weekend,Online,1042,1042,8620904.00,8122904.00,521000,46,412054.00,4.41,0,8273.420000
2023-07-23,2023,7,Q3 2023,2023-07-24 00:00:00.000,Weekend,In-Store,2510,2510,18961320.00,18961320.00,0,130,1069270.00,5.18,0,7554.310000
2023-07-23,2023,7,Q3 2023,2023-07-24 00:00:00.000,Weekend,Online,1030,1030,8267228.00,7781228.00,515000,58,472542.00,5.63,0,8026.430000
2023-07-24,2023,7,Q3 2023,2023-07-24 00:00:00.000,Weekday,In-Store,2334,2334,18713861.00,18713861.00,0,95,870805.00,4.07,0,8017.940000
2023-07-24,2023,7,Q3 2023,2023-07-24 00:00:00.000,Weekday,Online,1061,1061,8513588.00,8007588.00,530500,49,348151.00,4.62,0,8024.120000
2023-07-25,2023,7,Q3 2023,2023-07-24 00:00:00.000,Weekday,In-Store,2461,2461,18949956.00,18949956.00,0,117,946983.00,4.75,0,7700.100000
2023-07-25,2023,7,Q3 2023,2023-07-24 00:00:00.000,Weekday,Online,1057,1057,8622602.00,8123602.00,528500,59,410041.00,5.58,0,8157.620000
2023-07-26,2023,7,Q3 2023,2023-07-24 00:00:00.000,Weekday,In-Store,2403,2403,18291928.00,18291928.00,0,131,979069.00,5.45,0,7612.120000
2023-07-26,2023,7,Q3 2023,2023-07-24 00:00:00.000,Weekday,Online,1056,1056,8514604.00,8016604.00,528000,60,519340.00,5.68,0,8063.070000
2023-07-27,2023,7,Q3 2023,2023-07-24 00:00:00.000,Weekday,In-Store,2470,2470,18923164.00,18923164.00,0,134,1104766.00,5.43,0,7661.200000
2023-07-27,2023,7,Q3 2023,2023-07-24 00:00:00.000,Weekday,Online,1071,1071,8552988.00,8046988.00,535500,59,598641.00,5.51,0,7985.980000
2023-07-28,2023,7,Q3 2023,2023-07-24 00:00:00.000,Weekday,In-Store,2478,2478,19134064.00,19134064.00,0,142,1037558.00,5.73,0,7721.580000
2023-07-28,2023,7,Q3 2023,2023-07-24 00:00:00.000,Weekday,Online,1079,1079,8510782.00,8001782.00,539500,61,544539.00,5.65,0,7887.660000
2023-07-29,2023,7,Q3 2023,2023-07-24 00:00:00.000,Weekend,In-Store,2412,2412,19048111.00,19048111.00,0,123,865577.00,5.1,0,7897.230000
2023-07-29,2023,7,Q3 2023,2023-07-24 00:00:00.000,Weekend,Online,1050,1050,9123985.00,8616485.00,525000,35,280865.00,3.33,0,8689.510000
2023-07-30,2023,7,Q3 2023,2023-07-31 00:00:00.000,Weekend,In-Store,2329,2329,17875291.00,17875291.00,0,120,1039680.00,5.15,0,7675.090000
2023-07-30,2023,7,Q3 2023,2023-07-31 00:00:00.000,Weekend,Online,1073,1073,8709680.00,8199680.00,536500,53,382347.00,4.94,0,8117.130000
2023-07-31,2023,7,Q3 2023,2023-07-31 00:00:00.000,Weekday,In-Store,2475,2475,18861552.00,18861552.00,0,127,1085173.00,5.13,0,7620.830000
2023-07-31,2023,7,Q3 2023,2023-07-31 00:00:00.000,Weekday,Online,1035,1035,8715817.00,8224317.00,517500,52,370148.00,5.02,0,8421.080000
2023-08-01,2023,8,Q3 2023,2023-07-31 00:00:00.000,Weekday,In-Store,2505,2505,19592520.00,19592520.00,0,125,955775.00,4.99,0,7821.370000
2023-08-01,2023,8,Q3 2023,2023-07-31 00:00:00.000,Weekday,Online,1010,1010,8246137.00,7764637.00,505000,47,392153.00,4.65,0,8164.490000
2023-08-02,2023,8,Q3 2023,2023-07-31 00:00:00.000,Weekday,In-Store,2426,2426,18979697.00,18979697.00,0,123,990477.00,5.07,0,7823.450000
2023-08-02,2023,8,Q3 2023,2023-07-31 00:00:00.000,Weekday,Online,1106,1106,8786381.00,8276881.00,553000,87,738713.00,7.87,0,7944.290000
2023-08-03,2023,8,Q3 2023,2023-07-31 00:00:00.000,Weekday,In-Store,2482,2482,19730743.00,19730743.00,0,125,1136475.00,5.04,0,7949.530000
2023-08-03,2023,8,Q3 2023,2023-07-31 00:00:00.000,Weekday,Online,1046,1046,8466800.00,7966800.00,523000,46,337154.00,4.4,0,8094.460000
2023-08-04,2023,8,Q3 2023,2023-07-31 00:00:00.000,Weekday,In-Store,2351,2351,18542368.00,18542368.00,0,119,1066981.00,5.06,0,7887.010000
2023-08-04,2023,8,Q3 2023,2023-07-31 00:00:00.000,Weekday,Online,1063,1063,8622397.00,8120897.00,531500,60,482340.00,5.64,0,8111.380000
2023-08-05,2023,8,Q3 2023,2023-07-31 00:00:00.000,Weekend,In-Store,2376,2376,17914241.00,17914241.00,0,117,794583.00,4.92,0,7539.660000
2023-08-05,2023,8,Q3 2023,2023-07-31 00:00:00.000,Weekend,Online,1086,1086,8842870.00,8327870.00,543000,56,420444.00,5.16,0,8142.610000
2023-08-06,2023,8,Q3 2023,2023-08-07 00:00:00.000,Weekend,In-Store,2454,2454,19299974.00,19299974.00,0,128,1062672.00,5.22,0,7864.700000
2023-08-06,2023,8,Q3 2023,2023-08-07 00:00:00.000,Weekend,Online,1080,1080,8865265.00,8347765.00,540000,45,322055.00,4.17,0,8208.580000
2023-08-07,2023,8,Q3 2023,2023-08-07 00:00:00.000,Weekday,In-Store,2450,2450,19527866.00,19527866.00,0,116,890784.00,4.73,0,7970.560000
2023-08-07,2023,8,Q3 2023,2023-08-07 00:00:00.000,Weekday,Online,1007,1007,7845550.00,7370550.00,503500,57,512843.00,5.66,0,7791.010000
2023-08-08,2023,8,Q3 2023,2023-08-07 00:00:00.000,Weekday,In-Store,2413,2413,18610999.00,18610999.00,0,112,757288.00,4.64,0,7712.810000
2023-08-08,2023,8,Q3 2023,2023-08-07 00:00:00.000,Weekday,Online,1046,1046,8601800.00,8101800.00,523000,46,375854.00,4.4,0,8223.520000
2023-08-09,2023,8,Q3 2023,2023-08-07 00:00:00.000,Weekday,In-Store,2453,2453,19408371.00,19408371.00,0,124,1102576.00,5.06,0,7912.100000
2023-08-09,2023,8,Q3 2023,2023-08-07 00:00:00.000,Weekday,Online,1050,1050,8132000.00,7632000.00,525000,50,363350.00,4.76,0,7744.760000
2023-08-10,2023,8,Q3 2023,2023-08-07 00:00:00.000,Weekday,In-Store,2486,2486,19421439.00,19421439.00,0,125,1082075.00,5.03,0,7812.320000
2023-08-10,2023,8,Q3 2023,2023-08-07 00:00:00.000,Weekday,Online,1068,1068,9083681.00,8574181.00,534000,49,367351.00,4.59,0,8505.320000
2023-08-11,2023,8,Q3 2023,2023-08-07 00:00:00.000,Weekday,In-Store,2365,2365,18031172.00,18031172.00,0,137,1108863.00,5.79,0,7624.170000
2023-08-11,2023,8,Q3 2023,2023-08-07 00:00:00.000,Weekday,Online,1043,1043,8460324.00,7972324.00,521500,67,490133.00,6.42,0,8111.530000
2023-08-12,2023,8,Q3 2023,2023-08-07 00:00:00.000,Weekend,In-Store,2444,2444,19277480.00,19277480.00,0,124,1065176.00,5.07,0,7887.680000
2023-08-12,2023,8,Q3 2023,2023-08-07 00:00:00.000,Weekend,Online,1035,1035,8460319.00,7969819.00,517500,54,413746.00,5.22,0,8174.220000
2023-08-13,2023,8,Q3 2023,2023-08-14 00:00:00.000,Weekend,In-Store,2421,2421,18867007.00,18867007.00,0,128,954872.00,5.29,0,7793.060000
2023-08-13,2023,8,Q3 2023,2023-08-14 00:00:00.000,Weekend,Online,1084,1084,8800164.00,8282164.00,542000,48,387052.00,4.43,0,8118.230000
2023-08-14,2023,8,Q3 2023,2023-08-14 00:00:00.000,Weekday,In-Store,2442,2442,19372569.00,19372569.00,0,111,921289.00,4.55,0,7933.070000
2023-08-14,2023,8,Q3 2023,2023-08-14 00:00:00.000,Weekday,Online,1026,1026,8539427.00,8052927.00,513000,53,411247.00,5.17,0,8323.030000
2023-08-15,2023,8,Q3 2023,2023-08-14 00:00:00.000,Weekday,In-Store,2435,2435,18781190.00,18781190.00,0,125,1042675.00,5.13,0,7713.010000
2023-08-15,2023,8,Q3 2023,2023-08-14 00:00:00.000,Weekday,Online,1020,1020,8399634.00,7916634.00,510000,54,395546.00,5.29,0,8234.940000
2023-08-16,2023,8,Q3 2023,2023-08-14 00:00:00.000,Weekday,In-Store,2501,2501,19281602.00,19281602.00,0,103,775797.00,4.12,0,7709.560000
2023-08-16,2023,8,Q3 2023,2023-08-14 00:00:00.000,Weekday,Online,1041,1041,8619706.00,8122706.00,520500,47,332553.00,4.51,0,8280.220000
2023-08-17,2023,8,Q3 2023,2023-08-14 00:00:00.000,Weekday,In-Store,2488,2488,19275545.00,19275545.00,0,133,1051767.00,5.35,0,7747.410000
2023-08-17,2023,8,Q3 2023,2023-08-14 00:00:00.000,Weekday,Online,1025,1025,8963625.00,8476125.00,512500,50,388050.00,4.88,0,8745.000000
2023-08-18,2023,8,Q3 2023,2023-08-14 00:00:00.000,Weekday,In-Store,2396,2396,18505731.00,18505731.00,0,127,1002373.00,5.3,0,7723.590000
2023-08-18,2023,8,Q3 2023,2023-08-14 00:00:00.000,Weekday,Online,1013,1013,8248837.00,7767337.00,506500,50,410250.00,4.94,0,8142.980000
2023-08-19,2023,8,Q3 2023,2023-08-14 00:00:00.000,Weekend,In-Store,2433,2433,18381196.00,18381196.00,0,129,1105871.00,5.3,0,7554.950000
2023-08-19,2023,8,Q3 2023,2023-08-14 00:00:00.000,Weekend,Online,1011,1011,8054349.00,7578849.00,505500,60,475640.00,5.93,0,7966.720000
2023-08-20,2023,8,Q3 2023,2023-08-21 00:00:00.000,Weekend,In-Store,2475,2475,19734928.00,19734928.00,0,103,865297.00,4.16,0,7973.710000
2023-08-20,2023,8,Q3 2023,2023-08-21 00:00:00.000,Weekend,Online,1040,1040,8559110.00,8064110.00,520000,50,391150.00,4.81,0,8229.910000
2023-08-21,2023,8,Q3 2023,2023-08-21 00:00:00.000,Weekday,In-Store,2423,2423,18908096.00,18908096.00,0,119,950081.00,4.91,0,7803.590000
2023-08-21,2023,8,Q3 2023,2023-08-21 00:00:00.000,Weekday,Online,1099,1099,8807659.00,8287159.00,549500,58,537942.00,5.28,0,8014.250000
2023-08-22,2023,8,Q3 2023,2023-08-21 00:00:00.000,Weekday,In-Store,2441,2441,18835171.00,18835171.00,0,112,890588.00,4.59,0,7716.170000
2023-08-22,2023,8,Q3 2023,2023-08-21 00:00:00.000,Weekday,Online,1006,1006,8359943.00,7881443.00,503000,49,405451.00,4.87,0,8310.080000
2023-08-23,2023,8,Q3 2023,2023-08-21 00:00:00.000,Weekday,In-Store,2445,2445,19123178.00,19123178.00,0,123,973277.00,5.03,0,7821.340000
2023-08-23,2023,8,Q3 2023,2023-08-21 00:00:00.000,Weekday,Online,987,987,8135655.00,7663155.00,493500,42,369058.00,4.26,0,8242.810000
2023-08-24,2023,8,Q3 2023,2023-08-21 00:00:00.000,Weekday,In-Store,2378,2378,18710739.00,18710739.00,0,117,917183.00,4.92,0,7868.270000
2023-08-24,2023,8,Q3 2023,2023-08-21 00:00:00.000,Weekday,Online,1081,1081,8849284.00,8341284.00,540500,65,507435.00,6.01,0,8186.200000
2023-08-25,2023,8,Q3 2023,2023-08-21 00:00:00.000,Weekday,In-Store,2342,2342,18058479.00,18058479.00,0,121,888779.00,5.17,0,7710.710000
2023-08-25,2023,8,Q3 2023,2023-08-21 00:00:00.000,Weekday,Online,996,996,8288455.00,7815955.00,498000,51,398549.00,5.12,0,8321.740000
2023-08-26,2023,8,Q3 2023,2023-08-21 00:00:00.000,Weekend,In-Store,2454,2454,19019067.00,19019067.00,0,121,874179.00,4.93,0,7750.230000
2023-08-26,2023,8,Q3 2023,2023-08-21 00:00:00.000,Weekend,Online,1105,1105,8918355.00,8395855.00,552500,60,506340.00,5.43,0,8070.910000
2023-08-27,2023,8,Q3 2023,2023-08-28 00:00:00.000,Weekend,In-Store,2376,2376,18032552.00,18032552.00,0,128,985572.00,5.39,0,7589.460000
2023-08-27,2023,8,Q3 2023,2023-08-28 00:00:00.000,Weekend,Online,1048,1048,8444203.00,7945703.00,524000,51,396449.00,4.87,0,8057.450000
2023-08-28,2023,8,Q3 2023,2023-08-28 00:00:00.000,Weekday,In-Store,2448,2448,19227280.00,19227280.00,0,128,969972.00,5.23,0,7854.280000
2023-08-28,2023,8,Q3 2023,2023-08-28 00:00:00.000,Weekday,Online,1006,1006,8028048.00,7552048.00,503000,54,392446.00,5.37,0,7980.170000
2023-08-29,2023,8,Q3 2023,2023-08-28 00:00:00.000,Weekday,In-Store,2374,2374,18086247.00,18086247.00,0,121,1077179.00,5.1,0,7618.470000
2023-08-29,2023,8,Q3 2023,2023-08-28 00:00:00.000,Weekday,Online,1007,1007,8348748.00,7872748.00,503500,55,384245.00,5.46,0,8290.710000
2023-08-30,2023,8,Q3 2023,2023-08-28 00:00:00.000,Weekday,In-Store,2474,2474,19681039.00,19681039.00,0,113,931787.00,4.57,0,7955.150000
2023-08-30,2023,8,Q3 2023,2023-08-28 00:00:00.000,Weekday,Online,1035,1035,8656404.00,8158404.00,517500,39,326961.00,3.77,0,8363.680000
2023-08-31,2023,8,Q3 2023,2023-08-28 00:00:00.000,Weekday,In-Store,2416,2416,18890211.00,18890211.00,0,127,1008873.00,5.26,0,7818.800000
2023-08-31,2023,8,Q3 2023,2023-08-28 00:00:00.000,Weekday,Online,1008,1008,8150048.00,7674048.00,504000,56,493244.00,5.56,0,8085.370000
2023-09-01,2023,9,Q3 2023,2023-08-28 00:00:00.000,Weekday,In-Store,2453,2453,18658273.00,18658273.00,0,126,1003274.00,5.14,0,7606.310000
2023-09-01,2023,9,Q3 2023,2023-08-28 00:00:00.000,Weekday,Online,1050,1050,8492198.00,7991198.00,525000,48,409052.00,4.57,0,8087.810000
2023-09-02,2023,9,Q3 2023,2023-08-28 00:00:00.000,Weekend,In-Store,2372,2372,18628055.00,18628055.00,0,127,1067173.00,5.35,0,7853.310000
2023-09-02,2023,9,Q3 2023,2023-08-28 00:00:00.000,Weekend,Online,1017,1017,8449332.00,7965332.00,508500,49,403251.00,4.82,0,8308.090000
2023-09-03,2023,9,Q3 2023,2023-09-04 00:00:00.000,Weekend,In-Store,2354,2354,18191770.00,18191770.00,0,124,1015776.00,5.27,0,7728.020000
2023-09-03,2023,9,Q3 2023,2023-09-04 00:00:00.000,Weekend,Online,1048,1048,8447107.00,7950607.00,524000,55,521645.00,5.25,0,8060.220000
2023-09-04,2023,9,Q3 2023,2023-09-04 00:00:00.000,Weekday,In-Store,2427,2427,18379497.00,18379497.00,0,124,963776.00,5.11,0,7572.930000
2023-09-04,2023,9,Q3 2023,2023-09-04 00:00:00.000,Weekday,Online,989,989,8029860.00,7559860.00,494500,49,416351.00,4.95,0,8119.170000
2023-09-05,2023,9,Q3 2023,2023-09-04 00:00:00.000,Weekday,In-Store,2369,2369,18246939.00,18246939.00,0,108,861292.00,4.56,0,7702.380000
2023-09-05,2023,9,Q3 2023,2023-09-04 00:00:00.000,Weekday,Online,1028,1028,8144030.00,7659030.00,514000,58,482342.00,5.64,0,7922.210000
2023-09-06,2023,9,Q3 2023,2023-09-04 00:00:00.000,Weekday,In-Store,2414,2414,18420599.00,18420599.00,0,113,960487.00,4.68,0,7630.740000
2023-09-06,2023,9,Q3 2023,2023-09-04 00:00:00.000,Weekday,Online,1017,1017,7973140.00,7493140.00,508500,57,481643.00,5.6,0,7839.860000
2023-09-07,2023,9,Q3 2023,2023-09-04 00:00:00.000,Weekday,In-Store,2395,2395,19023725.00,19023725.00,0,120,967880.00,5.01,0,7943.100000
2023-09-07,2023,9,Q3 2023,2023-09-04 00:00:00.000,Weekday,Online,1071,1071,8679989.00,8174489.00,535500,60,526840.00,5.6,0,8104.560000
2023-09-08,2023,9,Q3 2023,2023-09-04 00:00:00.000,Weekday,In-Store,2472,2472,19290254.00,19290254.00,0,126,1012174.00,5.1,0,7803.500000
2023-09-08,2023,9,Q3 2023,2023-09-04 00:00:00.000,Weekday,Online,1026,1026,8540633.00,8057133.00,513000,59,469041.00,5.75,0,8324.200000
2023-09-09,2023,9,Q3 2023,2023-09-04 00:00:00.000,Weekend,In-Store,2430,2430,19402874.00,19402874.00,0,104,823996.00,4.28,0,7984.720000
2023-09-09,2023,9,Q3 2023,2023-09-04 00:00:00.000,Weekend,Online,1025,1025,8495318.00,8004318.00,512500,43,373757.00,4.2,0,8288.120000
2023-09-10,2023,9,Q3 2023,2023-09-11 00:00:00.000,Weekend,In-Store,2416,2416,19031796.00,19031796.00,0,112,1040288.00,4.64,0,7877.400000
2023-09-10,2023,9,Q3 2023,2023-09-11 00:00:00.000,Weekend,Online,990,990,8195460.00,7725460.00,495000,50,306850.00,5.05,0,8278.240000
2023-09-11,2023,9,Q3 2023,2023-09-11 00:00:00.000,Weekday,In-Store,2415,2415,18361702.00,18361702.00,0,117,965583.00,4.84,0,7603.190000
2023-09-11,2023,9,Q3 2023,2023-09-11 00:00:00.000,Weekday,Online,995,995,8458048.00,7982048.00,497500,43,402857.00,4.32,0,8500.550000
2023-09-12,2023,9,Q3 2023,2023-09-11 00:00:00.000,Weekday,In-Store,2444,2444,19509164.00,19509164.00,0,108,779292.00,4.42,0,7982.470000
